Store,IsHoliday,Dept,Weekly_Sales,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,Unemployment,Type,Size,Year,Week,Next week,Next week predictions
42,0,11,1078.49,0.0,0.0,0.0,0.0,0.0,8.257,1,39690,2011,31,1228.49,1081.7427000000007
42,0,11,1228.49,0.0,0.0,0.0,0.0,0.0,8.257,1,39690,2011,32,831.83,1040.7876000000006
42,0,11,831.83,0.0,0.0,0.0,0.0,0.0,8.257,1,39690,2011,33,895.4,856.4988999999993
42,0,11,895.4,0.0,0.0,0.0,0.0,0.0,8.257,1,39690,2011,34,882.35,760.9641000000006
42,0,11,882.35,0.0,0.0,0.0,0.0,0.0,8.257,1,39690,2011,35,984.4,759.7470000000008
42,1,11,984.4,0.0,0.0,0.0,0.0,0.0,8.257,1,39690,2011,36,761.49,993.7185999999997
42,0,11,761.49,0.0,0.0,0.0,0.0,0.0,8.257,1,39690,2011,37,627.21,816.4314000000003
42,0,11,627.21,0.0,0.0,0.0,0.0,0.0,8.257,1,39690,2011,38,478.35,939.6732000000012
42,0,11,478.35,0.0,0.0,0.0,0.0,0.0,8.257,1,39690,2011,39,697.19,935.0936000000012
42,0,11,697.19,0.0,0.0,0.0,0.0,0.0,7.874,1,39690,2011,40,712.43,943.0540000000005
42,0,11,712.43,0.0,0.0,0.0,0.0,0.0,7.874,1,39690,2011,41,656.94,995.4499
42,0,11,656.94,0.0,0.0,0.0,0.0,0.0,7.874,1,39690,2011,42,678.19,938.537200000001
42,0,11,678.19,0.0,0.0,0.0,0.0,0.0,7.874,1,39690,2011,43,901.21,948.3871000000008
42,0,11,901.21,0.0,0.0,0.0,0.0,0.0,7.874,1,39690,2011,44,1467.04,879.6919
42,0,11,1467.04,25.73,274.85,14.74,0.0,2885.55,7.874,1,39690,2011,45,1084.45,1079.6826000000005
42,0,11,1084.45,2544.26,12.31,2.02,0.0,3385.15,7.874,1,39690,2011,46,1095.7,1299.938600000001
42,1,11,1095.7,25.8,0.0,4.7,0.0,1932.72,7.874,1,39690,2011,47,1328.57,1323.0543999999995
42,0,11,1328.57,24.09,0.0,4.7,0.0,1016.84,7.874,1,39690,2011,48,2001.04,1191.9970000000003
42,0,11,2001.04,31.2,0.0,21.31,0.0,1872.37,7.874,1,39690,2011,49,1207.35,1096.2319000000007
42,0,11,1207.35,2.42,0.0,31.33,0.0,675.78,7.874,1,39690,2011,50,1197.28,1217.1385
42,0,11,1197.28,103.5,0.0,19.63,0.0,939.49,7.874,1,39690,2011,51,1023.76,1410.0602000000006
42,1,11,1023.76,242.41,1447.26,3.64,183.96,459.06,7.874,1,39690,2011,52,912.49,1432.7402999999995
